,TV,Radio,Newspaper,Sales
21809,8.6,2.1,1,4.8
21810,199.8,2.6,21.2,10.6
21811,66.1,5.8,24.2,8.6
21812,214.7,24,4,17.4
21813,23.8,35.1,65.9,9.2
21814,97.5,7.6,7.2,9.7
21815,204.1,32.9,46,19
21816,195.4,47.7,52.9,22.4
21817,67.8,36.6,114,12.5
21818,281.4,39.6,55.8,24.4
21819,69.2,20.5,18.3,11.3
21820,147.3,23.9,19.1,14.6
21821,218.4,27.7,53.4,18
21822,237.4,5.1,23.5,12.5
21823,13.2,15.9,49.6,5.6
21824,228.3,16.9,26.2,15.5
21825,62.3,12.6,18.3,9.7
21826,262.9,3.5,19.5,12
21827,142.9,29.3,12.6,15
21828,240.1,16.7,22.9,15.9
21829,248.8,27.1,22.9,18.9
21830,70.6,16,40.8,10.5
21831,292.9,28.3,43.2,21.4
21832,112.9,17.4,38.6,11.9
21833,97.2,1.5,30,9.6
21834,265.6,20,0.3,17.4
21835,95.7,1.4,7.4,9.5
21836,290.7,4.1,8.5,12.8
21837,266.9,43.8,5,25.4
21838,74.7,49.4,45.7,14.7
21839,43.1,26.7,35.1,10.1
21840,228,37.7,32,21.5
21841,202.5,22.3,31.6,16.6
21842,177,33.4,38.7,17.1
21843,293.6,27.7,1.8,20.7
21844,206.9,8.4,26.4,12.9
21845,25.1,25.7,43.3,8.5
21846,175.1,22.5,31.5,14.9
21847,89.7,9.9,35.7,10.6
21848,239.9,41.5,18.5,23.2
21849,227.2,15.8,49.9,14.8
21850,66.9,11.7,36.8,9.7
21851,199.8,3.1,34.6,11.4
21852,100.4,9.6,3.6,10.7
21853,216.4,41.7,39.6,22.6
21854,182.6,46.2,58.7,21.2
21855,262.7,28.8,15.9,20.2
21856,198.9,49.4,60,23.7
21857,7.3,28.1,41.4,5.5
21858,136.2,19.2,16.6,13.2
21859,210.8,49.6,37.7,23.8
21860,210.7,29.5,9.3,18.4
21861,53.5,2,21.4,8.1
21862,261.3,42.7,54.7,24.2
21863,239.3,15.5,27.3,15.7
21864,102.7,29.6,8.4,14
21865,131.1,42.8,28.9,18
21866,69,9.3,0.9,9.3
21867,31.5,24.6,2.2,9.5
21868,139.3,14.5,10.2,13.4
21869,237.4,27.5,11,18.9
21870,216.8,43.9,27.2,22.3
21871,199.1,30.6,38.7,18.3
21872,109.8,14.3,31.7,12.4
21873,26.8,33,19.3,8.8
21874,129.4,5.7,31.3,11
21875,213.4,24.6,13.1,17
21876,16.9,43.7,89.4,8.7
21877,27.5,1.6,20.7,6.9
21878,120.5,28.5,14.2,14.2
21879,5.4,29.9,9.4,5.3
21880,116,7.7,23.1,11
21881,76.4,26.7,22.3,11.8
21882,239.8,4.1,36.9,12.3
21883,75.3,20.3,32.5,11.3
21884,68.4,44.5,35.6,13.6
21885,213.5,43,33.8,21.7
21886,193.2,18.4,65.7,15.2
21887,76.3,27.5,16,12
21888,110.7,40.6,63.2,16
21889,88.3,25.5,73.4,12.9
21890,109.8,47.8,51.4,16.7
21891,134.3,4.9,9.3,11.2
21892,28.6,1.5,33,7.3
21893,217.7,33.5,59,19.4
21894,250.9,36.5,72.3,22.2
21895,107.4,14,10.9,11.5
21896,163.3,31.6,52.9,16.9
21897,197.6,3.5,5.9,11.7
21898,184.9,21,22,15.5
21899,289.7,42.3,51.2,25.4
21900,135.2,41.7,45.9,17.2
21901,222.4,4.3,49.8,11.7
21902,296.4,36.3,100.9,23.8
21903,280.2,10.1,21.4,14.8
21904,187.9,17.2,17.9,14.7
21905,238.2,34.3,5.3,20.7
21906,137.9,46.4,59,19.2
21907,25,11,29.7,7.2
21908,90.4,0.3,23.2,8.7
21909,13.1,0.4,25.6,5.3
21910,255.4,26.9,5.5,19.8
21911,225.8,8.2,56.5,13.4
21912,241.7,38,23.2,21.8
21913,175.7,15.4,2.4,14.1
21914,209.6,20.6,10.7,15.9
21915,78.2,46.8,34.5,14.6
21916,75.1,35,52.7,12.6
21917,139.2,14.3,25.6,12.2
21918,76.4,0.8,14.8,9.4
21919,125.7,36.9,79.2,15.9
21920,19.4,16,22.3,6.6
21921,141.3,26.8,46.2,15.5
21922,18.8,21.7,50.4,7
21923,224,2.4,15.6,11.6
21924,123.1,34.6,12.4,15.2
21925,229.5,32.3,74.2,19.7
21926,87.2,11.8,25.9,10.6
21927,7.8,38.9,50.6,6.6
21928,80.2,0,9.2,8.8
21929,220.3,49,3.2,24.7
21930,59.6,12,43.1,9.7
21931,0.7,39.6,8.7,1.6
21932,265.2,2.9,43,12.7
21933,8.4,27.2,2.1,5.7
21934,219.8,33.5,45.1,19.6
21935,36.9,38.6,65.6,10.8
21936,48.3,47,8.5,11.6
21937,25.6,39,9.3,9.5
21938,273.7,28.9,59.7,20.8
21939,43,25.9,20.5,9.6
21940,184.9,43.9,1.7,20.7
21941,73.4,17,12.9,10.9
21942,193.7,35.4,75.6,19.2
21943,220.5,33.2,37.9,20.1
21944,104.6,5.7,34.4,10.4
21945,96.2,14.8,38.9,11.4
21946,140.3,1.9,9,10.3
21947,240.1,7.3,8.7,13.2
21948,243.2,49,44.3,25.4
21949,38,40.3,11.9,10.9
21950,44.7,25.8,20.6,10.1
21951,280.7,13.9,37,16.1
21952,121,8.4,48.7,11.6
21953,197.6,23.3,14.2,16.6
21954,171.3,39.7,37.7,19
21955,187.8,21.1,9.5,15.6
21956,4.1,11.6,5.7,3.2
21957,93.9,43.5,50.5,15.3
21958,149.8,1.3,24.3,10.1
21959,11.7,36.9,45.2,7.3
21960,131.7,18.4,34.6,12.9
21961,172.5,18.1,30.7,14.4
21962,85.7,35.8,49.3,13.3
21963,188.4,18.1,25.6,14.9
21964,163.5,36.8,7.4,18
21965,117.2,14.7,5.4,11.9
21966,234.5,3.4,84.8,11.9
21967,17.9,37.6,21.6,8
21968,206.8,5.2,19.4,12.2
21969,215.4,23.6,57.6,17.1
21970,284.3,10.6,6.4,15
21971,50,11.6,18.4,8.4
21972,164.5,20.9,47.4,14.5
21973,19.6,20.1,17,7.6
21974,168.4,7.1,12.8,11.7
21975,222.4,3.4,13.1,11.5
21976,276.9,48.9,41.8,27
21977,248.4,30.2,20.3,20.2
21978,170.2,7.8,35.2,11.7
21979,276.7,2.3,23.7,11.8
21980,165.6,10,17.6,12.6
21981,156.6,2.6,8.3,10.5
21982,218.5,5.4,27.4,12.2
21983,56.2,5.7,29.7,8.7
21984,287.6,43,71.8,26.2
21985,253.8,21.3,30,17.6
21986,205,45.1,19.6,22.6
21987,139.5,2.1,26.6,10.3
21988,191.1,28.7,18.2,17.3
21989,286,13.9,3.7,15.9
21990,18.7,12.1,23.4,6.7
21991,39.5,41.1,5.8,10.8
21992,75.5,10.8,6,9.9
21993,17.2,4.1,31.6,5.9
21994,166.8,42,3.6,19.6
21995,149.7,35.6,6,17.3
21996,38.2,3.7,13.8,7.6
21997,94.2,4.9,8.1,9.7
21998,177,9.3,6.4,12.8
21999,283.6,42,66.2,25.5
22000,232.1,8.6,8.7,13.4
22001,230.1,37.8,69.2,22.1
22002,44.5,39.3,45.1,10.4
22003,17.2,45.9,69.3,9.3
22004,151.5,41.3,58.5,18.5
22005,180.8,10.8,58.4,12.9
22006,8.7,48.9,75,7.2
22007,57.5,32.8,23.5,11.8
22008,120.2,19.6,11.6,13.2
22009,8.6,2.1,1,4.8
22010,199.8,2.6,21.2,10.6
22011,66.1,5.8,24.2,8.6
22012,214.7,24,4,17.4
22013,23.8,35.1,65.9,9.2
22014,97.5,7.6,7.2,9.7
22015,204.1,32.9,46,19
22016,195.4,47.7,52.9,22.4
22017,67.8,36.6,114,12.5
22018,281.4,39.6,55.8,24.4
22019,69.2,20.5,18.3,11.3
22020,147.3,23.9,19.1,14.6
22021,218.4,27.7,53.4,18
22022,237.4,5.1,23.5,12.5
22023,13.2,15.9,49.6,5.6
22024,228.3,16.9,26.2,15.5
22025,62.3,12.6,18.3,9.7
22026,262.9,3.5,19.5,12
22027,142.9,29.3,12.6,15
22028,240.1,16.7,22.9,15.9
22029,248.8,27.1,22.9,18.9
22030,70.6,16,40.8,10.5
22031,292.9,28.3,43.2,21.4
22032,112.9,17.4,38.6,11.9
22033,97.2,1.5,30,9.6
22034,265.6,20,0.3,17.4
22035,95.7,1.4,7.4,9.5
22036,290.7,4.1,8.5,12.8
22037,266.9,43.8,5,25.4
22038,74.7,49.4,45.7,14.7
22039,43.1,26.7,35.1,10.1
22040,228,37.7,32,21.5
22041,202.5,22.3,31.6,16.6
22042,177,33.4,38.7,17.1
22043,293.6,27.7,1.8,20.7
22044,206.9,8.4,26.4,12.9
22045,25.1,25.7,43.3,8.5
22046,175.1,22.5,31.5,14.9
22047,89.7,9.9,35.7,10.6
22048,239.9,41.5,18.5,23.2
22049,227.2,15.8,49.9,14.8
22050,66.9,11.7,36.8,9.7
22051,199.8,3.1,34.6,11.4
22052,100.4,9.6,3.6,10.7
22053,216.4,41.7,39.6,22.6
22054,182.6,46.2,58.7,21.2
22055,262.7,28.8,15.9,20.2
22056,198.9,49.4,60,23.7
22057,7.3,28.1,41.4,5.5
22058,136.2,19.2,16.6,13.2
22059,210.8,49.6,37.7,23.8
22060,210.7,29.5,9.3,18.4
22061,53.5,2,21.4,8.1
22062,261.3,42.7,54.7,24.2
22063,239.3,15.5,27.3,15.7
22064,102.7,29.6,8.4,14
22065,131.1,42.8,28.9,18
22066,69,9.3,0.9,9.3
22067,31.5,24.6,2.2,9.5
22068,139.3,14.5,10.2,13.4
22069,237.4,27.5,11,18.9
22070,216.8,43.9,27.2,22.3
22071,199.1,30.6,38.7,18.3
22072,109.8,14.3,31.7,12.4
22073,26.8,33,19.3,8.8
22074,129.4,5.7,31.3,11
22075,213.4,24.6,13.1,17
22076,16.9,43.7,89.4,8.7
22077,27.5,1.6,20.7,6.9
22078,120.5,28.5,14.2,14.2
22079,5.4,29.9,9.4,5.3
22080,116,7.7,23.1,11
22081,76.4,26.7,22.3,11.8
22082,239.8,4.1,36.9,12.3
22083,75.3,20.3,32.5,11.3
22084,68.4,44.5,35.6,13.6
22085,213.5,43,33.8,21.7
22086,193.2,18.4,65.7,15.2
22087,76.3,27.5,16,12
22088,110.7,40.6,63.2,16
22089,88.3,25.5,73.4,12.9
22090,109.8,47.8,51.4,16.7
22091,134.3,4.9,9.3,11.2
22092,28.6,1.5,33,7.3
22093,217.7,33.5,59,19.4
22094,250.9,36.5,72.3,22.2
22095,107.4,14,10.9,11.5
22096,163.3,31.6,52.9,16.9
22097,197.6,3.5,5.9,11.7
22098,184.9,21,22,15.5
22099,289.7,42.3,51.2,25.4
22100,135.2,41.7,45.9,17.2
22101,222.4,4.3,49.8,11.7
22102,296.4,36.3,100.9,23.8
22103,280.2,10.1,21.4,14.8
22104,187.9,17.2,17.9,14.7
22105,238.2,34.3,5.3,20.7
22106,137.9,46.4,59,19.2
22107,25,11,29.7,7.2
22108,90.4,0.3,23.2,8.7
22109,13.1,0.4,25.6,5.3
22110,255.4,26.9,5.5,19.8
22111,225.8,8.2,56.5,13.4
22112,241.7,38,23.2,21.8
22113,175.7,15.4,2.4,14.1
22114,209.6,20.6,10.7,15.9
22115,78.2,46.8,34.5,14.6
22116,75.1,35,52.7,12.6
22117,139.2,14.3,25.6,12.2
22118,76.4,0.8,14.8,9.4
22119,125.7,36.9,79.2,15.9
22120,19.4,16,22.3,6.6
22121,141.3,26.8,46.2,15.5
22122,18.8,21.7,50.4,7
22123,224,2.4,15.6,11.6
22124,123.1,34.6,12.4,15.2
22125,229.5,32.3,74.2,19.7
22126,87.2,11.8,25.9,10.6
22127,7.8,38.9,50.6,6.6
22128,80.2,0,9.2,8.8
22129,220.3,49,3.2,24.7
22130,59.6,12,43.1,9.7
22131,0.7,39.6,8.7,1.6
22132,265.2,2.9,43,12.7
22133,8.4,27.2,2.1,5.7
22134,219.8,33.5,45.1,19.6
22135,36.9,38.6,65.6,10.8
22136,48.3,47,8.5,11.6
22137,25.6,39,9.3,9.5
22138,273.7,28.9,59.7,20.8
22139,43,25.9,20.5,9.6
22140,184.9,43.9,1.7,20.7
22141,73.4,17,12.9,10.9
22142,193.7,35.4,75.6,19.2
22143,220.5,33.2,37.9,20.1
22144,104.6,5.7,34.4,10.4
22145,96.2,14.8,38.9,11.4
22146,140.3,1.9,9,10.3
22147,240.1,7.3,8.7,13.2
22148,243.2,49,44.3,25.4
22149,38,40.3,11.9,10.9
22150,44.7,25.8,20.6,10.1
22151,280.7,13.9,37,16.1
22152,121,8.4,48.7,11.6
22153,197.6,23.3,14.2,16.6
22154,171.3,39.7,37.7,19
22155,187.8,21.1,9.5,15.6
22156,4.1,11.6,5.7,3.2
22157,93.9,43.5,50.5,15.3
22158,149.8,1.3,24.3,10.1
22159,11.7,36.9,45.2,7.3
22160,131.7,18.4,34.6,12.9
22161,172.5,18.1,30.7,14.4
22162,85.7,35.8,49.3,13.3
22163,188.4,18.1,25.6,14.9
22164,163.5,36.8,7.4,18
22165,117.2,14.7,5.4,11.9
22166,234.5,3.4,84.8,11.9
22167,17.9,37.6,21.6,8
22168,206.8,5.2,19.4,12.2
22169,215.4,23.6,57.6,17.1
22170,284.3,10.6,6.4,15
22171,50,11.6,18.4,8.4
22172,164.5,20.9,47.4,14.5
22173,19.6,20.1,17,7.6
22174,168.4,7.1,12.8,11.7
22175,222.4,3.4,13.1,11.5
22176,276.9,48.9,41.8,27
22177,248.4,30.2,20.3,20.2
22178,170.2,7.8,35.2,11.7
22179,276.7,2.3,23.7,11.8
22180,165.6,10,17.6,12.6
22181,156.6,2.6,8.3,10.5
22182,218.5,5.4,27.4,12.2
22183,56.2,5.7,29.7,8.7
22184,287.6,43,71.8,26.2
22185,253.8,21.3,30,17.6
22186,205,45.1,19.6,22.6
22187,139.5,2.1,26.6,10.3
22188,191.1,28.7,18.2,17.3
22189,286,13.9,3.7,15.9
22190,18.7,12.1,23.4,6.7
22191,39.5,41.1,5.8,10.8
22192,75.5,10.8,6,9.9
22193,17.2,4.1,31.6,5.9
22194,166.8,42,3.6,19.6
22195,149.7,35.6,6,17.3
22196,38.2,3.7,13.8,7.6
22197,94.2,4.9,8.1,9.7
22198,177,9.3,6.4,12.8
22199,283.6,42,66.2,25.5
22200,232.1,8.6,8.7,13.4
22201,230.1,37.8,69.2,22.1
22202,44.5,39.3,45.1,10.4
22203,17.2,45.9,69.3,9.3
22204,151.5,41.3,58.5,18.5
22205,180.8,10.8,58.4,12.9
22206,8.7,48.9,75,7.2
22207,57.5,32.8,23.5,11.8
22208,120.2,19.6,11.6,13.2
22209,8.6,2.1,1,4.8
22210,199.8,2.6,21.2,10.6
22211,66.1,5.8,24.2,8.6
22212,214.7,24,4,17.4
22213,23.8,35.1,65.9,9.2
22214,97.5,7.6,7.2,9.7
22215,204.1,32.9,46,19
22216,195.4,47.7,52.9,22.4
22217,67.8,36.6,114,12.5
22218,281.4,39.6,55.8,24.4
22219,69.2,20.5,18.3,11.3
22220,147.3,23.9,19.1,14.6
22221,218.4,27.7,53.4,18
22222,237.4,5.1,23.5,12.5
22223,13.2,15.9,49.6,5.6
22224,228.3,16.9,26.2,15.5
22225,62.3,12.6,18.3,9.7
22226,262.9,3.5,19.5,12
22227,142.9,29.3,12.6,15
22228,240.1,16.7,22.9,15.9
22229,248.8,27.1,22.9,18.9
22230,70.6,16,40.8,10.5
22231,292.9,28.3,43.2,21.4
22232,112.9,17.4,38.6,11.9
22233,97.2,1.5,30,9.6
22234,265.6,20,0.3,17.4
22235,95.7,1.4,7.4,9.5
22236,290.7,4.1,8.5,12.8
22237,266.9,43.8,5,25.4
22238,74.7,49.4,45.7,14.7
22239,43.1,26.7,35.1,10.1
22240,228,37.7,32,21.5
22241,202.5,22.3,31.6,16.6
22242,177,33.4,38.7,17.1
22243,293.6,27.7,1.8,20.7
22244,206.9,8.4,26.4,12.9
22245,25.1,25.7,43.3,8.5
22246,175.1,22.5,31.5,14.9
22247,89.7,9.9,35.7,10.6
22248,239.9,41.5,18.5,23.2
22249,227.2,15.8,49.9,14.8
22250,66.9,11.7,36.8,9.7
22251,199.8,3.1,34.6,11.4
22252,100.4,9.6,3.6,10.7
22253,216.4,41.7,39.6,22.6
22254,182.6,46.2,58.7,21.2
22255,262.7,28.8,15.9,20.2
22256,198.9,49.4,60,23.7
22257,7.3,28.1,41.4,5.5
22258,136.2,19.2,16.6,13.2
22259,210.8,49.6,37.7,23.8
22260,210.7,29.5,9.3,18.4
22261,53.5,2,21.4,8.1
22262,261.3,42.7,54.7,24.2
22263,239.3,15.5,27.3,15.7
22264,102.7,29.6,8.4,14
22265,131.1,42.8,28.9,18
22266,69,9.3,0.9,9.3
22267,31.5,24.6,2.2,9.5
22268,139.3,14.5,10.2,13.4
22269,237.4,27.5,11,18.9
22270,216.8,43.9,27.2,22.3
22271,199.1,30.6,38.7,18.3
22272,109.8,14.3,31.7,12.4
22273,26.8,33,19.3,8.8
22274,129.4,5.7,31.3,11
22275,213.4,24.6,13.1,17
22276,16.9,43.7,89.4,8.7
22277,27.5,1.6,20.7,6.9
22278,120.5,28.5,14.2,14.2
22279,5.4,29.9,9.4,5.3
22280,116,7.7,23.1,11
22281,76.4,26.7,22.3,11.8
22282,239.8,4.1,36.9,12.3
22283,75.3,20.3,32.5,11.3
22284,68.4,44.5,35.6,13.6
22285,213.5,43,33.8,21.7
22286,193.2,18.4,65.7,15.2
22287,76.3,27.5,16,12
22288,110.7,40.6,63.2,16
22289,88.3,25.5,73.4,12.9
22290,109.8,47.8,51.4,16.7
22291,134.3,4.9,9.3,11.2
22292,28.6,1.5,33,7.3
22293,217.7,33.5,59,19.4
22294,250.9,36.5,72.3,22.2
22295,107.4,14,10.9,11.5
22296,163.3,31.6,52.9,16.9
22297,197.6,3.5,5.9,11.7
22298,184.9,21,22,15.5
22299,289.7,42.3,51.2,25.4
22300,135.2,41.7,45.9,17.2
22301,222.4,4.3,49.8,11.7
22302,296.4,36.3,100.9,23.8
22303,280.2,10.1,21.4,14.8
22304,187.9,17.2,17.9,14.7
22305,238.2,34.3,5.3,20.7
22306,137.9,46.4,59,19.2
22307,25,11,29.7,7.2
22308,90.4,0.3,23.2,8.7
22309,13.1,0.4,25.6,5.3
22310,255.4,26.9,5.5,19.8
22311,225.8,8.2,56.5,13.4
22312,241.7,38,23.2,21.8
22313,175.7,15.4,2.4,14.1
22314,209.6,20.6,10.7,15.9
22315,78.2,46.8,34.5,14.6
22316,75.1,35,52.7,12.6
22317,139.2,14.3,25.6,12.2
22318,76.4,0.8,14.8,9.4
22319,125.7,36.9,79.2,15.9
22320,19.4,16,22.3,6.6
22321,141.3,26.8,46.2,15.5
22322,18.8,21.7,50.4,7
22323,224,2.4,15.6,11.6
22324,123.1,34.6,12.4,15.2
22325,229.5,32.3,74.2,19.7
22326,87.2,11.8,25.9,10.6
22327,7.8,38.9,50.6,6.6
22328,80.2,0,9.2,8.8
22329,220.3,49,3.2,24.7
22330,59.6,12,43.1,9.7
22331,0.7,39.6,8.7,1.6
22332,265.2,2.9,43,12.7
22333,8.4,27.2,2.1,5.7
22334,219.8,33.5,45.1,19.6
22335,36.9,38.6,65.6,10.8
22336,48.3,47,8.5,11.6
22337,25.6,39,9.3,9.5
22338,273.7,28.9,59.7,20.8
22339,43,25.9,20.5,9.6
22340,184.9,43.9,1.7,20.7
22341,73.4,17,12.9,10.9
22342,193.7,35.4,75.6,19.2
22343,220.5,33.2,37.9,20.1
22344,104.6,5.7,34.4,10.4
22345,96.2,14.8,38.9,11.4
22346,140.3,1.9,9,10.3
22347,240.1,7.3,8.7,13.2
22348,243.2,49,44.3,25.4
22349,38,40.3,11.9,10.9
22350,44.7,25.8,20.6,10.1
22351,280.7,13.9,37,16.1
22352,121,8.4,48.7,11.6
22353,197.6,23.3,14.2,16.6
22354,171.3,39.7,37.7,19
22355,187.8,21.1,9.5,15.6
22356,4.1,11.6,5.7,3.2
22357,93.9,43.5,50.5,15.3
22358,149.8,1.3,24.3,10.1
22359,11.7,36.9,45.2,7.3
22360,131.7,18.4,34.6,12.9
22361,172.5,18.1,30.7,14.4
22362,85.7,35.8,49.3,13.3
22363,188.4,18.1,25.6,14.9
22364,163.5,36.8,7.4,18
22365,117.2,14.7,5.4,11.9
22366,234.5,3.4,84.8,11.9
22367,17.9,37.6,21.6,8
22368,206.8,5.2,19.4,12.2
22369,215.4,23.6,57.6,17.1
22370,284.3,10.6,6.4,15
22371,50,11.6,18.4,8.4
22372,164.5,20.9,47.4,14.5
22373,19.6,20.1,17,7.6
22374,168.4,7.1,12.8,11.7
22375,222.4,3.4,13.1,11.5
22376,276.9,48.9,41.8,27
22377,248.4,30.2,20.3,20.2
22378,170.2,7.8,35.2,11.7
22379,276.7,2.3,23.7,11.8
22380,165.6,10,17.6,12.6
22381,156.6,2.6,8.3,10.5
22382,218.5,5.4,27.4,12.2
22383,56.2,5.7,29.7,8.7
22384,287.6,43,71.8,26.2
22385,253.8,21.3,30,17.6
22386,205,45.1,19.6,22.6
22387,139.5,2.1,26.6,10.3
22388,191.1,28.7,18.2,17.3
22389,286,13.9,3.7,15.9
22390,18.7,12.1,23.4,6.7
22391,39.5,41.1,5.8,10.8
22392,75.5,10.8,6,9.9
22393,17.2,4.1,31.6,5.9
22394,166.8,42,3.6,19.6
22395,149.7,35.6,6,17.3
22396,38.2,3.7,13.8,7.6
22397,94.2,4.9,8.1,9.7
22398,177,9.3,6.4,12.8
22399,283.6,42,66.2,25.5
22400,232.1,8.6,8.7,13.4
22401,230.1,37.8,69.2,22.1
22402,44.5,39.3,45.1,10.4
22403,17.2,45.9,69.3,9.3
22404,151.5,41.3,58.5,18.5
22405,180.8,10.8,58.4,12.9
22406,8.7,48.9,75,7.2
22407,57.5,32.8,23.5,11.8
22408,120.2,19.6,11.6,13.2
22409,8.6,2.1,1,4.8
22410,199.8,2.6,21.2,10.6
22411,66.1,5.8,24.2,8.6
22412,214.7,24,4,17.4
22413,23.8,35.1,65.9,9.2
22414,97.5,7.6,7.2,9.7
22415,204.1,32.9,46,19
22416,195.4,47.7,52.9,22.4
22417,67.8,36.6,114,12.5
22418,281.4,39.6,55.8,24.4
22419,69.2,20.5,18.3,11.3
22420,147.3,23.9,19.1,14.6
22421,218.4,27.7,53.4,18
22422,237.4,5.1,23.5,12.5
22423,13.2,15.9,49.6,5.6
22424,228.3,16.9,26.2,15.5
22425,62.3,12.6,18.3,9.7
22426,262.9,3.5,19.5,12
22427,142.9,29.3,12.6,15
22428,240.1,16.7,22.9,15.9
22429,248.8,27.1,22.9,18.9
22430,70.6,16,40.8,10.5
22431,292.9,28.3,43.2,21.4
22432,112.9,17.4,38.6,11.9
22433,97.2,1.5,30,9.6
22434,265.6,20,0.3,17.4
22435,95.7,1.4,7.4,9.5
22436,290.7,4.1,8.5,12.8
22437,266.9,43.8,5,25.4
22438,74.7,49.4,45.7,14.7
22439,43.1,26.7,35.1,10.1
22440,228,37.7,32,21.5
22441,202.5,22.3,31.6,16.6
22442,177,33.4,38.7,17.1
22443,293.6,27.7,1.8,20.7
22444,206.9,8.4,26.4,12.9
22445,25.1,25.7,43.3,8.5
22446,175.1,22.5,31.5,14.9
22447,89.7,9.9,35.7,10.6
22448,239.9,41.5,18.5,23.2
22449,227.2,15.8,49.9,14.8
22450,66.9,11.7,36.8,9.7
22451,199.8,3.1,34.6,11.4
22452,100.4,9.6,3.6,10.7
22453,216.4,41.7,39.6,22.6
22454,182.6,46.2,58.7,21.2
22455,262.7,28.8,15.9,20.2
22456,198.9,49.4,60,23.7
22457,7.3,28.1,41.4,5.5
22458,136.2,19.2,16.6,13.2
22459,210.8,49.6,37.7,23.8
22460,210.7,29.5,9.3,18.4
22461,53.5,2,21.4,8.1
22462,261.3,42.7,54.7,24.2
22463,239.3,15.5,27.3,15.7
22464,102.7,29.6,8.4,14
22465,131.1,42.8,28.9,18
22466,69,9.3,0.9,9.3
22467,31.5,24.6,2.2,9.5
22468,139.3,14.5,10.2,13.4
22469,237.4,27.5,11,18.9
22470,216.8,43.9,27.2,22.3
22471,199.1,30.6,38.7,18.3
22472,109.8,14.3,31.7,12.4
22473,26.8,33,19.3,8.8
22474,129.4,5.7,31.3,11
22475,213.4,24.6,13.1,17
22476,16.9,43.7,89.4,8.7
22477,27.5,1.6,20.7,6.9
22478,120.5,28.5,14.2,14.2
22479,5.4,29.9,9.4,5.3
22480,116,7.7,23.1,11
22481,76.4,26.7,22.3,11.8
22482,239.8,4.1,36.9,12.3
22483,75.3,20.3,32.5,11.3
22484,68.4,44.5,35.6,13.6
22485,213.5,43,33.8,21.7
22486,193.2,18.4,65.7,15.2
22487,76.3,27.5,16,12
22488,110.7,40.6,63.2,16
22489,88.3,25.5,73.4,12.9
22490,109.8,47.8,51.4,16.7
22491,134.3,4.9,9.3,11.2
22492,28.6,1.5,33,7.3
22493,217.7,33.5,59,19.4
22494,250.9,36.5,72.3,22.2
22495,107.4,14,10.9,11.5
22496,163.3,31.6,52.9,16.9
22497,197.6,3.5,5.9,11.7
22498,184.9,21,22,15.5
22499,289.7,42.3,51.2,25.4
22500,135.2,41.7,45.9,17.2
22501,222.4,4.3,49.8,11.7
22502,296.4,36.3,100.9,23.8
22503,280.2,10.1,21.4,14.8
22504,187.9,17.2,17.9,14.7
22505,238.2,34.3,5.3,20.7
22506,137.9,46.4,59,19.2
22507,25,11,29.7,7.2
22508,90.4,0.3,23.2,8.7
22509,13.1,0.4,25.6,5.3
22510,255.4,26.9,5.5,19.8
22511,225.8,8.2,56.5,13.4
22512,241.7,38,23.2,21.8
22513,175.7,15.4,2.4,14.1
22514,209.6,20.6,10.7,15.9
22515,78.2,46.8,34.5,14.6
22516,75.1,35,52.7,12.6
22517,139.2,14.3,25.6,12.2
22518,76.4,0.8,14.8,9.4
22519,125.7,36.9,79.2,15.9
22520,19.4,16,22.3,6.6
22521,141.3,26.8,46.2,15.5
22522,18.8,21.7,50.4,7
22523,224,2.4,15.6,11.6
22524,123.1,34.6,12.4,15.2
22525,229.5,32.3,74.2,19.7
22526,87.2,11.8,25.9,10.6
22527,7.8,38.9,50.6,6.6
22528,80.2,0,9.2,8.8
22529,220.3,49,3.2,24.7
22530,59.6,12,43.1,9.7
22531,0.7,39.6,8.7,1.6
22532,265.2,2.9,43,12.7
22533,8.4,27.2,2.1,5.7
22534,219.8,33.5,45.1,19.6
22535,36.9,38.6,65.6,10.8
22536,48.3,47,8.5,11.6
22537,25.6,39,9.3,9.5
22538,273.7,28.9,59.7,20.8
22539,43,25.9,20.5,9.6
22540,184.9,43.9,1.7,20.7
22541,73.4,17,12.9,10.9
22542,193.7,35.4,75.6,19.2
22543,220.5,33.2,37.9,20.1
22544,104.6,5.7,34.4,10.4
22545,96.2,14.8,38.9,11.4
22546,140.3,1.9,9,10.3
22547,240.1,7.3,8.7,13.2
22548,243.2,49,44.3,25.4
22549,38,40.3,11.9,10.9
22550,44.7,25.8,20.6,10.1
22551,280.7,13.9,37,16.1
22552,121,8.4,48.7,11.6
22553,197.6,23.3,14.2,16.6
22554,171.3,39.7,37.7,19
22555,187.8,21.1,9.5,15.6
22556,4.1,11.6,5.7,3.2
22557,93.9,43.5,50.5,15.3
22558,149.8,1.3,24.3,10.1
22559,11.7,36.9,45.2,7.3
22560,131.7,18.4,34.6,12.9
22561,172.5,18.1,30.7,14.4
22562,85.7,35.8,49.3,13.3
22563,188.4,18.1,25.6,14.9
22564,163.5,36.8,7.4,18
22565,117.2,14.7,5.4,11.9
22566,234.5,3.4,84.8,11.9
22567,17.9,37.6,21.6,8
22568,206.8,5.2,19.4,12.2
22569,215.4,23.6,57.6,17.1
22570,284.3,10.6,6.4,15
22571,50,11.6,18.4,8.4
22572,164.5,20.9,47.4,14.5
22573,19.6,20.1,17,7.6
22574,168.4,7.1,12.8,11.7
